	participant	sentence_number	sentence_index	sentence_order	critical_reached	critical_index	critical_target	critical_distractor	critical_target_word	critical_distractor_word	target_length	condition	condition_label	ortho_similarity	phono_similarity	critical_target_freq	critical_distractor_freq	critical_target_word_freq	critical_distractor_word_freq	block_acc	block_RT	pair_distractor	pair_correct	target_pos	target_pos_verbose	resp	resp_verbose	resp_RT	resp_acc	prev_pos	prev_resp	condition_verbose	inv_RT	ortho_center	phono_center
1278	102	64	7	52	1.0	7	缉	赝	缉	赝	1	4	both_dif	0	0	2.8274	1.9912	1.8129	0.0	1	12467	赝	缉	1	R	1	R	1665	1	1	1	O-P-	-0.6006006006006006	-0.5	-0.5
1292	102	65	11	34	1.0	11	提	惕	提	惕	1	1	both_sim	1	1	4.3807	2.5302	3.7229	1.0	1	13334	惕	提	0	L	0	L	632	1	1	1	O+P+	-1.5822784810126582	0.5	0.5
1300	102	66	5	46	1.0	5	唱	娼	唱歌.	娼歌	3	1	both_sim	1	1	4.0763	2.0414	0.0	0.0	1	7150	娼歌.	唱歌.	1	R	1	R	1117	1	0	0	O+P+	-0.8952551477170994	0.5	0.5
1308	102	67	7	57	1.0	7	溪	晏	溪流	晏流	2	4	both_dif	0	0	2.5079	0.301	1.2553	0.0	1	9666	晏流	溪流	1	R	1	R	843	1	1	1	O-P-	-1.1862396204033214	-0.5	-0.5
1319	102	68	8	55	1.0	8	搪	揖	搪塞	揖塞	2	2	orth_sim	1	0	1.716	0.301	1.5315	0.0	1	12233	揖塞	搪塞	0	L	0	L	1328	1	0	0	O+P-	-0.7530120481927711	0.5	-0.5
1327	102	69	6	31	1.0	6	铝	礼	铝	礼	1	3	phon_sim	0	1	2.0828	4.1694	1.9395	2.9315	1	9083	礼	铝	0	L	0	L	716	1	1	1	O-P+	-1.3966480446927374	-0.5	0.5
1339	102	70	10	56	1.0	10	憎	僧	憎恶。	僧恶	3	1	both_sim	1	1	2.7067	2.1847	0.0	0.0	1	32183	僧恶。	憎恶。	1	R	1	R	1559	1	0	0	O+P+	-0.6414368184733804	0.5	0.5
1350	102	72	4	4	1.0	4	根	肟	根.	肟	2	4	both_dif	0	0	4.2766	0.4771	0.0	0.4771	1	6217	肟.	根.	0	L	0	L	905	1	0	0	O-P-	-1.1049723756906078	-0.5	-0.5
1361	102	74	8	10	1.0	8	滥	烂	滥用.	烂用	3	3	phon_sim	0	1	2.7404	3.5948	0.0	0.0	1	10600	烂用.	滥用.	0	L	0	L	1053	1	1	1	O-P+	-0.949667616334283	-0.5	0.5
1364	102	75	2	67	1.0	2	俯	剜	俯身	剜身	2	4	both_dif	0	0	2.4829	0.9542	1.4914	0.0	1	7167	剜身	俯身	1	R	1	R	1243	1	1	1	O-P-	-0.8045052292839904	-0.5	-0.5
1380	102	77	6	58	1.0	6	弹	禅	子弹	子禅	2	2	orth_sim	1	0	4.0592	2.1492	3.3959	0.0	1	11000	子禅	子弹	0	L	0	L	759	1	0	0	O+P-	-1.3175230566534915	0.5	-0.5
1393	102	78	9	37	1.0	9	红	讧	粉红	粉讧	2	1	both_sim	1	1	3.8742	1.5911	2.415	0.0	1	10267	粉讧	粉红	0	L	0	L	1033	1	0	0	O+P+	-0.968054211035818	0.5	0.5
1399	102	79	4	68	1.0	4	昆	困	昆虫.	困虫	3	3	phon_sim	0	1	2.7259	3.7434	0.0	0.0	1	4883	困虫.	昆虫.	1	R	1	R	737	1	0	0	O-P+	-1.3568521031207599	-0.5	0.5
1405	102	80	5	92	1.0	5	饺	尹	饺子	尹子	2	4	both_dif	0	0	1.9542	2.1399	1.7324	0.0	1	7049	尹子	饺子	0	L	0	L	400	1	1	1	O-P-	-2.5	-0.5	-0.5
1413	102	81	6	80	1.0	6	娟	弋	娟,	弋	2	4	both_dif	0	0	1.9494	0.7782	0.0	0.301	1	9300	弋,	娟,	0	L	0	L	463	1	0	0	O-P-	-2.159827213822894	-0.5	-0.5
1424	102	82	7	77	1.0	7	铅	乾	铅笔.	乾笔	3	3	phon_sim	0	1	2.6571	2.0253	0.0	0.0	1	10434	乾笔.	铅笔.	1	R	1	R	653	1	0	0	O-P+	-1.5313935681470139	-0.5	0.5
1434	102	83	9	5	1.0	9	慰	熨	安慰	安熨	2	1	both_sim	1	1	3.1284	2.1703	2.8927	0.0	1	16583	安熨	安慰	0	L	0	L	1433	1	0	0	O+P+	-0.6978367062107467	0.5	0.5
1444	102	84	7	93	1.0	7	脐	胺	脐带.	胺带	3	2	orth_sim	1	0	2.2304	2.2201	0.0	0.0	1	8316	胺带.	脐带.	1	R	1	R	906	1	1	1	O+P-	-1.1037527593818985	0.5	-0.5
1459	102	85	14	40	1.0	14	荧	荤	荧光	荤光	2	2	orth_sim	1	0	2.2041	1.4314	1.7324	0.0	1	18600	荤光	荧光	0	L	0	L	1265	1	0	0	O+P-	-0.7905138339920948	0.5	-0.5
1468	102	86	7	89	1.0	7	荞	茬	荞麦	茬麦	2	1	both_sim	1	1	1.415	2.1523	1.3979	0.0	1	8283	茬麦	荞麦	0	L	0	L	907	1	1	1	O+P+	-1.1025358324145536	0.5	0.5
1476	102	87	6	64	1.0	6	哇	挖	哇	挖	1	3	phon_sim	0	1	4.0156	3.3393	3.9979	3.2345	1	10750	挖	哇	0	L	0	L	1307	1	0	0	O-P+	-0.7651109410864575	-0.5	0.5
1483	102	88	1	19	1.0	1	浩	瘟	浩浩荡荡	瘟瘟荡荡	4	4	both_dif	0	0	2.7284	2.4166	0.301	0.0	1	6333	瘟瘟荡荡	浩浩荡荡	0	L	0	L	1875	1	1	1	O-P-	-0.5333333333333333	-0.5	-0.5
1493	102	89	6	53	1.0	6	诽	円	诽谤	円谤	2	4	both_dif	0	0	2.2201	1.9138	2.1761	0.0	1	11067	円谤	诽谤	1	R	1	R	759	1	1	1	O-P-	-1.3175230566534915	-0.5	-0.5
1503	102	90	8	76	1.0	8	训	迅	训	迅	1	3	phon_sim	0	1	3.7087	2.776	2.2355	1.5315	1	10900	迅	训	0	L	0	L	632	1	1	1	O-P+	-1.5822784810126582	-0.5	0.5
1512	102	91	6	86	1.0	6	肢	吱	肢体	吱体	2	1	both_sim	1	1	2.7889	2.3284	2.29	0.0	1	7917	吱体	肢体	0	L	0	L	927	1	0	0	O+P+	-1.0787486515641855	0.5	0.5
1522	102	92	8	54	1.0	8	棋	验	下棋	下验	2	2	orth_sim	1	0	2.8228	3.9366	1.9823	0.0	1	12283	下验	下棋	0	L	0	L	737	1	0	0	O+P-	-1.3568521031207599	0.5	-0.5
1528	102	93	4	81	1.0	4	温	汰	温度	汰度	2	4	both_dif	0	0	3.6838	3.4168	2.6304	0.0	1	8733	汰度	温度	1	R	1	R	548	1	0	0	O-P-	-1.8248175182481752	-0.5	-0.5
1538	102	95	3	32	1.0	3	宛	愿	宛如	愿如	2	3	phon_sim	0	1	2.1399	4.2338	1.699	0.0	1	8383	愿如	宛如	1	R	1	R	1939	1	0	0	O-P+	-0.5157297576070139	-0.5	0.5
1560	103	1	10	60	1.0	10	柱	炷	天柱,	天炷	3	1	both_sim	1	1	2.7412	0.6021	0.0	0.0	0	15766	天炷,	天柱,	0	L	0	L	1686	1	0	0	O+P+	-0.5931198102016607	0.5	0.5
1571	103	2	7	93	1.0	7	文	这	作文	作这	2	2	orth_sim	1	0	4.1522	5.802	1.7993	0.0	1	11832	作这	作文	1	R	1	R	1706	1	1	1	O+P-	-0.5861664712778429	0.5	-0.5
1576	103	3	3	31	1.0	3	殃	济	殃及	济及	2	4	both_dif	0	0	2.0569	3.2378	1.3222	0.0	1	9633	济及	殃及	0	L	0	L	1454	1	1	1	O-P-	-0.687757909215956	-0.5	-0.5
1587	103	5	5	37	1.0	5	拮	邪	拮据。	邪据	3	3	phon_sim	0	1	1.1139	3.3514	0.0	0.0	1	9350	邪据。	拮据。	0	L	0	L	1117	1	1	1	O-P+	-0.8952551477170994	-0.5	0.5
1593	103	6	5	38	1.0	5	酩	澳	酩酊大醉。	澳酊大醉	5	4	both_dif	0	0	1.7993	2.7701	0.0	0.0	1	9250	澳酊大醉。	酩酊大醉。	1	R	1	R	1412	1	1	1	O-P-	-0.7082152974504249	-0.5	-0.5
1615	103	8	10	32	1.0	10	枉	旺	冤枉,	冤旺	3	1	both_sim	1	1	2.2041	2.6972	0.0	0.0	1	20467	冤旺,	冤枉,	0	L	0	L	1496	1	0	0	O+P+	-0.6684491978609626	0.5	0.5
1620	103	9	2	12	1.0	2	治	沼	治病,	沼病	3	1	both_sim	1	1	4.077	2.6365	0.0	0.0	1	6817	沼病,	治病,	1	R	1	R	1328	1	0	0	O+P+	-0.7530120481927711	0.5	0.5
1627	103	10	4	30	1.0	4	央	沸	中央	中沸	2	2	orth_sim	1	0	2.9499	2.2967	2.9053	0.0	1	13550	中沸	中央	0	L	0	L	759	1	0	0	O+P-	-1.3175230566534915	0.5	-0.5
1636	103	11	4	77	1.0	4	汪	酗	汪汪	酗酗	2	4	both_dif	0	0	2.4048	2.6937	1.7076	0.0	1	12649	酗酗	汪汪	0	L	0	L	674	1	0	0	O-P-	-1.4836795252225519	-0.5	-0.5
1656	103	13	10	95	1.0	10	悉	希	熟悉	熟希	2	3	phon_sim	0	1	3.1697	4.4941	3.0867	0.0	1	19216	熟希	熟悉	0	L	0	L	927	1	0	0	O-P+	-1.0787486515641855	-0.5	0.5
1663	103	14	4	44	1.0	4	栖	院	栖	院	1	4	both_dif	0	0	2.2148	4.1324	1.5682	2.752	1	7333	院	栖	1	R	1	R	548	1	0	0	O-P-	-1.8248175182481752	-0.5	-0.5
1670	103	15	5	16	1.0	5	仗	仪	仗	仪	1	2	orth_sim	1	0	2.9201	3.3851	2.4265	2.5105	1	10367	仪	仗	1	R	1	R	1496	1	1	1	O+P-	-0.6684491978609626	0.5	-0.5
1690	103	17	5	63	1.0	5	王	汪	王	汪	1	1	both_sim	1	1	3.9882	2.4048	3.3122	1.9445	1	7066	汪	王	0	L	0	L	759	1	0	0	O+P+	-1.3175230566534915	0.5	0.5
1695	103	18	3	64	1.0	3	眩	铱	头晕目眩	头晕目铱	4	2	orth_sim	1	0	2.2355	0.6021	1.1761	0.0	1	10666	头晕目铱	头晕目眩	1	R	1	R	2085	1	0	0	O+P-	-0.47961630695443647	0.5	-0.5
1701	103	19	2	17	1.0	2	芹	液	芹菜	液菜	2	4	both_dif	0	0	1.8062	3.4582	1.5682	0.0	1	12450	液菜	芹菜	1	R	1	R	1706	1	1	1	O-P-	-0.5861664712778429	-0.5	-0.5
1715	103	20	8	92	1.0	8	沼	赵	沼泽,	赵泽	3	3	phon_sim	0	1	2.6365	2.1038	0.0	0.0	1	17400	赵泽,	沼泽,	1	R	1	R	1074	1	1	1	O-P+	-0.931098696461825	-0.5	0.5
1730	103	21	11	55	1.0	11	苛	抠	苛刻.	抠刻	3	3	phon_sim	0	1	2.4298	1.8865	0.0	0.0	1	14866	抠刻.	苛刻.	0	L	0	L	1179	1	0	0	O-P+	-0.8481764206955047	-0.5	0.5
1738	103	22	7	25	1.0	7	纹	序	皱纹	皱序	2	4	both_dif	0	0	3.5379	3.42	2.0828	0.0	1	13684	皱序	皱纹	1	R	1	R	1369	1	0	0	O-P-	-0.7304601899196493	-0.5	-0.5
1780	103	26	4	80	1.0	4	沐	剃	沐浴	剃浴	2	3	phon_sim	0	1	2.1335	2.6263	2.0899	0.0	1	12950	剃浴	沐浴	1	R	1	R	990	1	0	0	O-P+	-1.0101010101010102	-0.5	0.5
1794	103	27	8	68	1.0	8	温	滞	温哥华	滞哥华	3	2	orth_sim	1	0	3.6838	2.3139	1.9445	0.0	1	17316	滞哥华	温哥华	1	R	1	R	906	1	0	0	O+P-	-1.1037527593818985	0.5	-0.5
1804	103	28	8	33	1.0	8	熬	熊	熬夜	熊夜	2	2	orth_sim	1	0	3.006	3.3629	2.1004	0.0	1	18733	熊夜	熬夜	1	R	1	R	1370	1	0	0	O+P-	-0.7299270072992701	0.5	-0.5
1811	103	29	4	56	1.0	4	活	郭	生活	生郭	2	3	phon_sim	0	1	4.5825	2.0682	4.2019	0.0	1	10316	生郭	生活	0	L	0	L	1159	1	1	1	O-P+	-0.8628127696289906	-0.5	0.5
1824	103	31	6	90	1.0	6	漆	瓮	一片漆黑.	一片瓮黑	5	4	both_dif	0	0	2.8669	1.6435	0.0	0.0	1	8266	一片瓮黑.	一片漆黑.	1	R	1	R	1201	1	1	1	O-P-	-0.832639467110741	-0.5	-0.5
1833	103	32	8	19	1.0	8	嗜	阳	嗜好.	阳好	3	4	both_dif	0	0	2.49	3.6232	0.0	0.0	1	16533	阳好.	嗜好.	1	R	1	R	927	1	1	1	O-P-	-1.0787486515641855	-0.5	-0.5
1839	103	33	5	34	1.0	5	文	汶	文化	汶化	2	1	both_sim	1	1	4.1522	1.2304	2.8762	0.0	1	9000	汶化	文化	1	R	1	R	822	1	0	0	O+P+	-1.2165450121654502	0.5	0.5
1847	103	34	6	1	1.0	6	响	抢	响了.	抢了	3	3	phon_sim	0	1	3.7749	3.6908	0.0	0.0	1	11667	抢了.	响了.	1	R	1	R	1264	1	1	1	O-P+	-0.7911392405063291	-0.5	0.5
1861	103	35	13	70	1.0	13	洁	桉	洁	桉	1	2	orth_sim	1	0	3.3351	1.3222	2.2504	0.301	1	17066	桉	洁	1	R	1	R	758	1	0	0	O+P-	-1.3192612137203166	0.5	-0.5
1869	103	36	6	11	1.0	6	桂	佳	桂	佳	1	2	orth_sim	1	0	2.3802	3.3634	1.5051	2.6474	1	12700	佳	桂	1	R	1	R	1475	1	1	1	O+P-	-0.6779661016949152	0.5	-0.5
1877	103	37	6	52	1.0	6	硌	刻	硌	刻	1	3	phon_sim	0	1	0.8451	3.9932	0.8451	2.7782	0	13816	刻	硌	1	R	1	R	1053	1	0	0	O-P+	-0.949667616334283	-0.5	0.5
1883	103	38	4	82	1.0	4	肢	枝	四肢	四枝	2	1	both_sim	1	1	2.7889	2.699	2.0607	0.0	1	15718	四枝	四肢	1	R	1	R	1369	1	0	0	O+P+	-0.7304601899196493	0.5	0.5
1899	103	39	7	84	1.0	7	滴	暗	滴血	暗血	2	4	both_dif	0	0	3.0378	3.714	0.0	0.0	1	10334	暗血	滴血	0	L	0	L	822	1	1	1	O-P-	-1.2165450121654502	-0.5	-0.5
1912	103	41	6	24	1.0	6	详	栓	详细	栓细	2	2	orth_sim	1	0	3.0689	2.4249	2.8537	0.0	0	14900	栓细	详细	0	L	0	L	1011	1	1	1	O+P-	-0.9891196834817013	0.5	-0.5
1923	103	42	8	94	1.0	8	温	问	温柔.	问柔	3	3	phon_sim	0	1	3.6838	4.8087	0.0	0.0	1	8650	问柔.	温柔.	0	L	0	L	738	1	1	1	O-P+	-1.3550135501355014	-0.5	0.5
1938	103	45	4	50	1.0	4	烛	庵	蜡烛	蜡庵	2	4	both_dif	0	0	2.8235	0.8451	2.7101	0.0	1	6900	蜡庵	蜡烛	0	L	0	L	759	1	1	1	O-P-	-1.3175230566534915	-0.5	-0.5
1945	103	46	5	83	1.0	5	耳	而	耳机	而机	2	1	both_sim	1	1	3.5981	4.8601	2.2553	0.0	1	11767	而机	耳机	0	L	0	L	1243	1	1	1	O+P+	-0.8045052292839904	0.5	0.5
1958	103	47	9	3	1.0	9	饿	厄	饿	厄	1	3	phon_sim	0	1	3.5232	3.131	3.4688	2.7101	1	20317	厄	饿	1	R	1	R	779	1	0	0	O-P+	-1.2836970474967908	-0.5	0.5
1967	103	48	7	67	1.0	7	鸭	胫	鸭	胫	1	4	both_dif	0	0	2.8739	1.7076	2.3284	1.0	1	10333	胫	鸭	0	L	0	L	991	1	0	0	O-P-	-1.0090817356205852	-0.5	-0.5
1974	103	49	5	57	1.0	5	拒	柜	拒绝	柜绝	2	2	orth_sim	1	0	3.5422	3.2956	3.4594	0.0	1	9633	柜绝	拒绝	1	R	1	R	1010	1	1	1	O+P-	-0.9900990099009901	0.5	-0.5
1978	103	50	2	15	1.0	2	分	芬	分手	芬手	2	1	both_sim	1	1	4.6848	3.2707	3.3341	0.0	1	10634	芬手	分手	0	L	0	L	1011	1	1	1	O+P+	-0.9891196834817013	0.5	0.5
2000	103	52	6	20	1.0	6	噪	嘤	噪音.	嘤音	3	2	orth_sim	1	0	2.6902	1.1761	0.0	0.0	1	9717	嘤音.	噪音.	1	R	1	R	1137	1	1	1	O+P-	-0.8795074758135444	0.5	-0.5
2010	103	53	9	48	1.0	9	健	医	健身.	医身	3	4	both_dif	0	0	3.6176	4.4255	0.0	0.0	1	10933	医身.	健身.	0	L	0	L	695	1	0	0	O-P-	-1.4388489208633093	-0.5	-0.5
2023	103	55	7	51	1.0	7	中	郑	中间	郑间	2	3	phon_sim	0	1	4.8435	2.4533	3.2025	0.0	1	11700	郑间	中间	1	R	1	R	1917	1	1	1	O-P+	-0.5216484089723527	-0.5	0.5
2033	103	56	8	49	1.0	8	仪	眶	仪.	眶	2	4	both_dif	0	0	3.3851	1.7853	0.0	1.0	1	9234	眶.	仪.	0	L	0	L	632	1	1	1	O-P-	-1.5822784810126582	-0.5	-0.5
2042	103	57	8	81	1.0	8	持	特	主持人。	主特人	4	2	orth_sim	1	0	4.2381	4.6833	0.0	0.0	1	9217	主特人。	主持人。	0	L	0	L	1243	1	0	0	O+P-	-0.8045052292839904	0.5	-0.5
2049	103	58	6	13	1.0	6	思	恙	思念	恙念	2	2	orth_sim	1	0	4.5423	2.2068	2.2148	0.0	1	11683	恙念	思念	0	L	0	L	1285	1	1	1	O+P-	-0.7782101167315175	0.5	-0.5
2056	103	59	5	78	1.0	5	挤	齐	挤	齐	1	1	both_sim	1	1	3.1578	3.223	2.9528	2.8615	0	7600	齐	挤	0	L	0	L	1137	1	0	0	O+P+	-0.8795074758135444	0.5	0.5
2067	103	61	6	4	1.0	6	蹭	悦	蹭	悦	1	4	both_dif	0	0	2.4609	2.8248	2.1523	1.4771	1	13850	悦	蹭	0	L	0	L	1453	1	0	0	O-P-	-0.6882312456985548	-0.5	-0.5
2076	103	62	6	53	1.0	6	椅	疮	椅子.	疮子	3	4	both_dif	0	0	3.3255	2.2122	0.0	0.0	1	8066	疮子.	椅子.	1	R	1	R	885	1	0	0	O-P-	-1.1299435028248588	-0.5	-0.5
2080	103	63	3	35	1.0	3	促	蹙	促进	蹙进	2	3	phon_sim	0	1	2.8261	0.699	1.9638	0.0	1	7900	蹙进	促进	0	L	0	L	822	1	1	1	O-P+	-1.2165450121654502	-0.5	0.5
2091	103	64	7	58	1.0	7	缉	辑	缉	辑	1	1	both_sim	1	1	2.8274	3.2765	1.8129	1.5315	1	13616	辑	缉	1	R	1	R	1959	1	0	0	O+P+	-0.5104645227156712	0.5	0.5
2105	103	65	11	65	1.0	11	提	援	提	援	1	2	orth_sim	1	0	4.3807	3.3558	3.7229	1.9823	1	19083	援	提	1	R	1	R	1095	1	0	0	O+P-	-0.91324200913242	0.5	-0.5
2113	103	66	5	43	1.0	5	唱	喂	唱歌.	喂歌	3	2	orth_sim	1	0	4.0763	4.0575	0.0	0.0	1	7467	喂歌.	唱歌.	0	L	0	L	905	1	1	1	O+P-	-1.1049723756906078	0.5	-0.5
2121	103	67	7	54	1.0	7	溪	漆	溪流	漆流	2	1	both_sim	1	1	2.5079	2.8669	1.2553	0.0	1	11383	漆流	溪流	1	R	1	R	864	1	0	0	O+P+	-1.1574074074074074	0.5	0.5
2132	103	68	8	26	1.0	8	搪	尝	搪塞	尝塞	2	3	phon_sim	0	1	1.716	3.6689	1.5315	0.0	1	16533	尝塞	搪塞	1	R	1	R	1601	1	1	1	O-P+	-0.6246096189881324	-0.5	0.5
2140	103	69	6	45	1.0	6	铝	猿	铝	猿	1	4	both_dif	0	0	2.0828	2.2742	1.9395	1.9912	1	9200	猿	铝	0	L	0	L	1095	1	1	1	O-P-	-0.91324200913242	-0.5	-0.5
2152	103	70	10	72	1.0	10	憎	懊	憎恶。	懊恶	3	2	orth_sim	1	0	2.7067	2.0334	0.0	0.0	1	15500	懊恶。	憎恶。	0	L	0	L	2528	1	1	1	O+P-	-0.39556962025316456	0.5	-0.5
2162	103	72	4	6	1.0	4	根	柑	根.	柑	2	1	both_sim	1	1	4.2766	1.6335	0.0	0.7782	1	11384	柑.	根.	0	L	0	L	2676	1	0	0	O+P+	-0.37369207772795215	0.5	0.5
2177	103	74	8	75	1.0	8	滥	咿	滥用.	咿用	3	4	both_dif	0	0	2.7404	1.5185	0.0	0.0	1	11684	咿用.	滥用.	0	L	0	L	948	1	1	1	O-P-	-1.0548523206751055	-0.5	-0.5
2192	103	77	6	14	1.0	6	弹	袒	子弹	子袒	2	3	phon_sim	0	1	4.0592	2.0294	3.3959	0.0	1	15836	子袒	子弹	1	R	1	R	2380	1	0	0	O-P+	-0.42016806722689076	-0.5	0.5
2205	103	78	9	39	1.0	9	红	仁	粉红	粉仁	2	2	orth_sim	1	0	3.8742	3.1159	2.415	0.0	1	12484	粉仁	粉红	0	L	0	L	1264	1	0	0	O+P-	-0.7911392405063291	0.5	-0.5
2211	103	79	4	9	1.0	4	昆	鄂	昆虫.	鄂虫	3	4	both_dif	0	0	2.7259	1.3979	0.0	0.0	1	7417	鄂虫.	昆虫.	1	R	1	R	1285	1	1	1	O-P-	-0.7782101167315175	-0.5	-0.5
2217	103	80	5	10	1.0	5	饺	铰	饺子	铰子	2	1	both_sim	1	1	1.9542	1.2553	1.7324	0.0	1	8817	铰子	饺子	1	R	1	R	1138	1	1	1	O+P+	-0.8787346221441125	0.5	0.5
2225	103	81	6	27	1.0	6	娟	绢	娟,	绢	2	1	both_sim	1	1	1.9494	1.8921	0.0	1.6902	1	11333	绢,	娟,	0	L	0	L	1053	1	1	1	O+P+	-0.949667616334283	0.5	0.5
2236	103	82	7	21	1.0	7	铅	伊	铅笔.	伊笔	3	4	both_dif	0	0	2.6571	4.0078	0.0	0.0	1	9717	伊笔.	铅笔.	1	R	1	R	905	1	0	0	O-P-	-1.1049723756906078	-0.5	-0.5
2246	103	83	9	86	1.0	9	慰	憨	安慰	安憨	2	2	orth_sim	1	0	3.1284	1.1461	2.8927	0.0	0	18999	安憨	安慰	1	R	1	R	1664	1	1	1	O+P-	-0.6009615384615384	0.5	-0.5
2256	103	84	7	76	1.0	7	脐	笈	脐带.	笈带	3	3	phon_sim	0	1	2.2304	1.0414	0.0	0.0	1	9035	笈带.	脐带.	0	L	0	L	1180	1	0	0	O-P+	-0.847457627118644	-0.5	0.5
2271	103	85	14	71	1.0	14	荧	嬴	荧光	嬴光	2	3	phon_sim	0	1	2.2041	1.0414	1.7324	0.0	1	22900	嬴光	荧光	1	R	1	R	1011	1	0	0	O-P+	-0.9891196834817013	-0.5	0.5
2282	103	87	6	59	1.0	6	哇	郡	哇	郡	1	4	both_dif	0	0	4.0156	2.9533	3.9979	2.871	1	11833	郡	哇	0	L	0	L	1600	1	0	0	O-P-	-0.625	-0.5	-0.5
2289	103	88	1	22	1.0	1	浩	诰	浩浩荡荡	诰诰荡荡	4	1	both_sim	1	1	2.7284	0.0	0.301	0.0	1	7165	诰诰荡荡	浩浩荡荡	0	L	0	L	1390	1	0	0	O+P+	-0.7194244604316546	0.5	0.5
2299	103	89	6	40	1.0	6	诽	非	诽谤	非谤	2	1	both_sim	1	1	2.2201	4.596	2.1761	0.0	1	8467	非谤	诽谤	0	L	0	L	970	1	1	1	O+P+	-1.0309278350515463	0.5	0.5
2309	103	90	8	91	1.0	8	训	腰	训	腰	1	4	both_dif	0	0	3.7087	3.0785	2.2355	2.6928	1	12650	腰	训	0	L	0	L	927	1	0	0	O-P-	-1.0787486515641855	-0.5	-0.5
2323	103	92	8	74	1.0	8	棋	脐	下棋	下脐	2	3	phon_sim	0	1	2.8228	2.2304	1.9823	0.0	1	10600	下脐	下棋	1	R	1	R	1011	1	1	1	O-P+	-0.9891196834817013	-0.5	0.5
2329	103	93	4	89	1.0	4	温	愠	温度	愠度	2	2	orth_sim	1	0	3.6838	0.4771	2.6304	0.0	1	12834	愠度	温度	0	L	0	L	1748	1	0	0	O+P-	-0.5720823798627003	0.5	-0.5
2346	103	95	3	69	1.0	3	宛	愿	宛如	愿如	2	3	phon_sim	0	1	2.1399	4.2338	1.699	0.0	1	7233	愿如	宛如	0	L	0	L	800	1	1	1	O-P+	-1.25	-0.5	0.5
2367	104	2	7	42	1.0	7	文	烷	作文	作烷	2	3	phon_sim	0	1	4.1522	2.1367	1.7993	0.0	1	14100	作烷	作文	1	R	1	R	758	1	1	1	O-P+	-1.3192612137203166	-0.5	0.5
2372	104	3	3	32	1.0	3	殃	秧	殃及	秧及	2	1	both_sim	1	1	2.0569	1.0792	1.3222	0.0	1	7482	秧及	殃及	1	R	1	R	1475	1	0	0	O+P+	-0.6779661016949152	0.5	0.5
2382	104	5	5	64	1.0	5	拮	韵	拮据。	韵据	3	4	both_dif	0	0	1.1139	2.5911	0.0	0.0	1	10634	韵据。	拮据。	0	L	0	L	1180	1	1	1	O-P-	-0.847457627118644	-0.5	-0.5
2405	104	8	10	76	1.0	10	枉	析	冤枉,	冤析	3	2	orth_sim	1	0	2.2041	3.2536	0.0	0.0	1	20216	冤析,	冤枉,	1	R	1	R	1580	1	1	1	O+P-	-0.6329113924050633	0.5	-0.5
2410	104	9	2	27	1.0	2	治	沿	治病,	沿病	3	2	orth_sim	1	0	4.077	2.943	0.0	0.0	1	7183	沿病,	治病,	1	R	1	R	990	1	0	0	O+P-	-1.0101010101010102	0.5	-0.5
2431	104	14	4	87	1.0	4	栖	硒	栖	硒	1	1	both_sim	1	1	2.2148	0.8451	1.5682	0.8451	1	10883	硒	栖	1	R	1	R	822	1	0	0	O+P+	-1.2165450121654502	0.5	0.5
2438	104	15	5	82	1.0	5	仗	障	仗	障	1	3	phon_sim	0	1	2.9201	3.3199	2.4265	2.1959	1	12616	障	仗	1	R	1	R	1453	1	1	1	O-P+	-0.6882312456985548	-0.5	0.5
2451	104	16	11	83	1.0	11	殃	秩	遭殃	遭秩	2	2	orth_sim	1	0	2.0569	2.5453	1.9085	0.0	1	21583	遭秩	遭殃	1	R	1	R	1896	1	0	0	O+P-	-0.5274261603375527	0.5	-0.5
2458	104	17	5	80	1.0	5	王	主	王	主	1	2	orth_sim	1	0	3.9882	4.4568	3.3122	3.4814	1	6650	主	王	0	L	0	L	611	1	0	0	O+P-	-1.6366612111292962	0.5	-0.5
2464	104	19	2	10	1.0	2	芹	芯	芹菜	芯菜	2	1	both_sim	1	1	1.8062	2.7033	1.5682	0.0	1	16717	芯菜	芹菜	1	R	1	R	1432	1	1	1	O+P+	-0.6983240223463687	0.5	0.5
2478	104	20	8	11	1.0	8	沼	铟	沼泽,	铟泽	3	4	both_dif	0	0	2.6365	0.301	0.0	0.0	1	22233	铟泽,	沼泽,	0	L	0	L	1158	1	0	0	O-P-	-0.8635578583765112	-0.5	-0.5
2493	104	21	11	86	1.0	11	苛	厌	苛刻.	厌刻	3	4	both_dif	0	0	2.4298	3.8762	0.0	0.0	1	17717	厌刻.	苛刻.	1	R	1	R	1896	1	1	1	O-P-	-0.5274261603375527	-0.5	-0.5
2501	104	22	7	57	1.0	7	纹	纸	皱纹	皱纸	2	2	orth_sim	1	0	3.5379	3.7178	2.0828	0.0	1	12833	皱纸	皱纹	1	R	1	R	1180	1	0	0	O+P-	-0.847457627118644	0.5	-0.5
2531	104	25	18	58	1.0	18	哦	唤	哦,	唤	2	2	orth_sim	1	0	4.8412	3.137	0.0	1.6812	1	34034	唤,	哦,	1	R	1	R	1918	1	1	1	O+P-	-0.5213764337851929	0.5	-0.5
2541	104	26	4	52	1.0	4	沐	昂	沐浴	昂浴	2	4	both_dif	0	0	2.1335	3.043	2.0899	0.0	1	13516	昂浴	沐浴	1	R	1	R	2718	1	0	0	O-P-	-0.36791758646063283	-0.5	-0.5
