	participant	sentence_number	sentence_index	sentence_order	critical_reached	critical_index	critical_target	critical_distractor	critical_target_word	critical_distractor_word	target_length	condition	condition_label	ortho_similarity	phono_similarity	critical_target_freq	critical_distractor_freq	critical_target_word_freq	critical_distractor_word_freq	block_acc	block_RT	pair_distractor	pair_correct	target_pos	target_pos_verbose	resp	resp_verbose	resp_RT	resp_acc	prev_pos	prev_resp
28379	138	35	13	3	1.0	13	洁	攫	洁	攫	1.0	3	phon_sim	0	1	3.3351	1.4771	2.2504	0.9031	1	20550	攫	洁	0	L	0	L	1327.44	1	0	0
28386	138	36	5	10	1.0	5	桂	佳	是	佳	1.0	2	orth_sim	1	0	2.3802	3.3634	5.9767	2.6474	1	10000	局	是	1	R	1	R	611.55	1	1	1
28394	138	37	5	56	1.0	5	硌	臃	石子	臃	2.0	4	both_dif	0	0	0.8451	1.3617	1.415	0.0	0	10433	利于	石子	1	R	1	R	1201.3	1	1	1
28400	138	38	3	84	1.0	3	肢	四	一个	四枝	2.0	1	both_sim	1	1	2.7889	4.122	5.0672	0.0	1	16099	杀伤	一个	1	R	1	R	969.65	1	1	1
28416	138	39	6	0	1.0	6	滴	嫡	是	嫡血	1.0	1	both_sim	1	1	3.0378	1.1139	5.9767	0.0	0	12682	某	是	1	R	1	R	738.03	1	0	0
28433	138	42	8	70	1.0	8	温	问	温柔	问柔	2.0	3	phon_sim	0	1	3.6838	4.8087	2.8014	0.0	1	8300	问柔.	温柔.	0	L	0	L	949.01	1	1	1
28443	138	43	9	26	1.0	9	碗	衍	碗	衍	1.0	3	phon_sim	0	1	3.0588	2.2227	2.9112	0.301	0	13583	衍	碗	1	R	1	R	569.74	1	0	0
28449	138	44	4	11	1.0	4	耗	蚊	是	蚊子	1.0	2	orth_sim	1	0	2.9122	2.2833	5.9767	2.1072	1	8517	局	是	1	R	1	R	632.73	1	1	1
28454	138	45	3	85	1.0	3	烛	蜡	满了	蜡庵	2.0	4	both_dif	0	0	2.8235	2.9325	0.0	0.0	1	6983	特别	满了	1	R	1	R	779.98	1	1	1
28461	138	46	4	83	1.0	4	耳	而	的	而机	1.0	1	both_sim	1	1	3.5981	4.8601	6.226	0.0	1	10049	都	的	0	L	0	L	442.59	1	0	0
28474	138	47	8	17	1.0	8	饿	恍	有点	恍	2.0	4	both_dif	0	0	3.5232	1.9777	3.7706	0.8451	1	13000	继续	有点	0	L	0	L	821.53	1	0	0
28483	138	49	4	53	1.0	4	拒	剧	被	剧绝	1.0	3	phon_sim	0	1	3.5422	3.9246	4.8175	0.0	0	5283	也	被	1	R	0	L	590.51	0	1	1
28485	138	50	1	31	1.0	1	分	芸	男朋友	芸手	3.0	2	orth_sim	1	0	4.6848	1.6335	3.3941	0.0	1	9733	为什么	男朋友	1	R	1	R	863.89	1	1	1
28501	138	51	8	95	1.0	8	唯	准	唯唯诺诺。	准准诺诺	5.0	2	orth_sim	1	0	3.9755	4.4813	0.0	0.0	1	9317	准准诺诺。	唯唯诺诺。	1	R	1	R	1959.01	1	0	0
28507	138	52	5	92	1.0	5	噪	赵	很大	赵音	2.0	3	phon_sim	0	1	2.6902	2.1038	0.0	0.0	1	7866	一次	很大	1	R	1	R	800.78	1	1	1
28518	138	53	9	69	1.0	9	健	键	健身	键身	2.0	1	both_sim	1	1	3.6176	3.4532	2.6675	0.0	1	11500	键身.	健身.	1	R	1	R	1686.11	1	0	0
28525	138	54	6	71	1.0	6	守	臃	守	臃	1.0	4	both_dif	0	0	3.7948	1.3617	3.0997	0.0	1	14050	臃	守	1	R	1	R	800.32	1	1	1
28537	138	55	7	42	1.0	7	中	锿	中间	锿间	2.0	4	both_dif	0	0	4.8435	0.301	3.2025	0.0	1	10216	锿间	中间	0	L	0	L	675.08	1	1	1
28546	138	56	7	7	1.0	7	仪	义	投影	义	2.0	1	both_sim	1	1	3.3851	3.9772	1.301	2.4116	1	10250	由于	投影	0	L	0	L	843.39	1	0	0
28555	138	57	7	43	1.0	7	持	主	的	主匙人	1.0	3	phon_sim	0	1	4.2381	4.4568	6.226	0.0	1	9666	月	的	0	L	0	L	464.81	1	1	1
28571	138	60	8	35	1.0	8	抬	太	抬	太	1.0	3	phon_sim	0	1	3.1749	4.9079	3.0212	4.8139	1	15683	太	抬	1	R	1	R	1137.56	1	1	1
28582	138	61	6	51	1.0	6	蹭	悦	蹭	悦	1.0	4	both_dif	0	0	2.4609	2.8248	2.1523	1.4771	1	9550	悦	蹭	1	R	1	R	927.5	1	0	0
28590	138	62	5	14	1.0	5	椅	疮	把	疮子	1.0	4	both_dif	0	0	3.3255	2.2122	5.0953	0.0	1	9050	很	把	1	R	1	R	948.34	1	0	0
28594	138	63	2	74	1.0	2	促	蹙	可以	蹙进	2.0	3	phon_sim	0	1	2.8261	0.699	4.8987	0.0	1	8616	其次	可以	1	R	1	R	1242.73	1	0	0
28614	138	65	11	86	1.0	11	提	援	提	援	1.0	2	orth_sim	1	0	4.3807	3.3558	3.7229	1.9823	1	14249	援	提	1	R	1	R	947.96	1	1	1
28622	138	66	5	38	1.0	5	唱	喂	唱歌	喂歌	2.0	2	orth_sim	1	0	4.0763	4.0575	3.2017	0.0	1	5700	喂歌.	唱歌.	1	R	1	R	1033.06	1	0	0
28630	138	67	7	12	1.0	7	溪	漆	溪流	漆流	2.0	1	both_sim	1	1	2.5079	2.8669	1.2553	0.0	1	11617	漆流	溪流	0	L	0	L	1369.33	1	1	1
28641	138	68	8	60	1.0	8	搪	尝	搪塞	尝塞	2.0	3	phon_sim	0	1	1.716	3.6689	1.5315	0.0	1	14532	尝塞	搪塞	0	L	0	L	2844.02	1	0	0
28655	138	71	5	88	1.0	5	沿	迄	沿岸	迄岸	2.0	4	both_dif	0	0	2.943	2.2529	1.5441	0.0	1	9183	迄岸	沿岸	1	R	1	R	1327.72	1	1	1
28661	138	72	3	54	1.0	3	根	柚	的	柚	1.0	2	orth_sim	1	0	4.2766	1.7482	6.226	1.3617	1	5883	除	的	1	R	1	R	569.1	1	0	0
28670	138	73	7	18	1.0	7	昏	昆	昏暗	昆暗	2.0	1	both_sim	1	1	3.273	2.7259	1.6128	0.0	1	13000	昆暗	昏暗	1	R	1	R	1327.3	1	0	0
28680	138	74	8	36	1.0	8	滥	湛	滥用	湛用	2.0	1	both_sim	1	1	2.7404	1.9031	2.3324	0.0	1	12233	湛用.	滥用.	1	R	1	R	1980.81	1	1	1
28683	138	75	2	76	1.0	2	俯	俺	俯身	俺身	2.0	2	orth_sim	1	0	2.4829	2.0969	1.4914	0.0	1	7483	俺身	俯身	1	R	1	R	1200.5	1	1	1
28696	138	77	6	61	1.0	6	弹	袒	子弹	子袒	2.0	3	phon_sim	0	1	4.0592	2.0294	3.3959	0.0	1	11749	子袒	子弹	1	R	1	R	1159.37	1	0	0
28708	138	78	8	37	1.0	8	红	粉	成	粉控	1.0	3	phon_sim	0	1	3.8742	3.5604	4.0983	0.0	1	13815	从	成	1	R	1	R	1222.73	1	1	1
28714	138	79	3	44	1.0	3	昆	鄂	都是	鄂虫	2.0	4	both_dif	0	0	2.7259	1.3979	0.0	0.0	1	5933	也是	都是	1	R	1	R	863.73	1	1	1
28720	138	80	4	91	1.0	4	饺	银	吃	银子	1.0	2	orth_sim	1	0	1.9542	3.6889	4.4458	1.7076	1	7683	院	吃	0	L	0	L	464.03	1	0	0
28729	138	81	6	65	1.0	6	娟	绢	娟	绢	1.0	1	both_sim	1	1	1.9494	1.8921	1.7924	1.6902	0	9517	绢,	娟,	0	L	1	R	3412.66	0	0	0
28736	138	82	6	45	1.0	6	铅	钳	好的	钳笔	2.0	1	both_sim	1	1	2.6571	2.4249	0.0	0.0	1	9000	因此	好的	0	L	0	L	990.98	1	1	1
28747	138	83	9	66	1.0	9	慰	憨	安慰	安憨	2.0	2	orth_sim	1	0	3.1284	1.1461	2.8927	0.0	0	12449	安憨	安慰	0	L	0	L	1222.7	1	0	0
28756	138	84	7	33	1.0	7	脐	二	脐带	二带	2.0	4	both_dif	0	0	2.2304	4.2257	1.7924	0.0	1	9766	二带.	脐带.	1	R	1	R	1011.22	1	1	1
28770	138	86	6	94	1.0	6	荞	翘	一份	翘麦	2.0	3	phon_sim	0	1	1.415	2.7466	0.0	0.0	1	11150	也是	一份	0	L	0	L	695.52	1	1	1
28779	138	87	6	16	1.0	6	哇	郡	哇	郡	1.0	4	both_dif	0	0	4.0156	2.9533	3.9979	2.871	1	13716	郡	哇	1	R	1	R	1074.35	1	0	0
28785	138	88	0	15	1.0	0	浩	惜	大军	惜惜荡荡	2.0	2	orth_sim	1	0	2.7284	3.3773	1.9345	0.0	1	5433	ＸＸ	大军	0	L	0	L	569.04	1		
28796	138	89	6	20	1.0	6	诽	非	诽谤	非谤	2.0	1	both_sim	1	1	2.2201	4.596	2.1761	0.0	1	11683	非谤	诽谤	0	L	0	L	1391.08	1	0	0
28806	138	90	8	5	1.0	8	训	腰	训	腰	1.0	4	both_dif	0	0	3.7087	3.0785	2.2355	2.6928	1	14167	腰	训	0	L	0	L	1011.14	1	0	0
28814	138	91	5	4	1.0	5	肢	听	有	听体	1.0	2	orth_sim	1	0	2.7889	4.9115	5.4611	0.0	1	13517	者	有	0	L	0	L	737.79	1	1	1
28828	138	93	4	21	1.0	4	温	愠	温度	愠度	2.0	2	orth_sim	1	0	3.6838	0.4771	2.6304	0.0	1	10683	愠度	温度	1	R	1	R	780.54	1	0	0
28839	138	94	6	79	1.0	6	岗	港	山	港	1.0	3	phon_sim	0	1	2.7832	3.0948	3.345	2.6096	1	16133	都	山	1	R	1	R	1180.37	1	1	1
28844	138	95	2	27	1.0	2	宛	苑	的	苑如	1.0	1	both_sim	1	1	2.1399	1.9731	6.226	0.0	0	3933	还	的	1	R	0	L	1453.13	0	1	1
28861	139	1	9	40	1.0	9	柱	天	擎	天述	1.0	3	phon_sim	0	1	2.7412	5.104	1.0792	0.0	1	13448	呢	擎	1	R	1	R	779.32	1	0	0
28872	139	2	6	53	1.0	6	文	作	的	作钙	1.0	4	both_dif	0	0	4.1522	4.8336	6.226	0.0	1	8450	所	的	1	R	1	R	547.89	1	1	1
28878	139	3	3	42	1.0	3	殃	映	殃及	映及	2.0	2	orth_sim	1	0	2.0569	2.9689	1.3222	0.0	1	5333	映及	殃及	0	L	0	L	737.2	1	1	1
28890	139	4	9	82	1.0	9	秘	铋	的	铋密	1.0	1	both_sim	1	1	3.9054	0.4771	6.226	0.0	1	14417	要	的	1	R	1	R	653.67	1	1	1
28899	139	5	5	75	1.0	5	拮	韵	拮据。	韵据	3.0	4	both_dif	0	0	1.1139	2.5911	0.0	0.0	1	5600	韵据。	拮据。	0	L	0	L	801.17	1	1	1
28905	139	6	5	22	1.0	5	酩	铬	酩酊大醉。	铬酊大醉	5.0	2	orth_sim	1	0	1.7993	1.4314	0.0	0.0	1	9250	铬酊大醉。	酩酊大醉。	0	L	0	L	2401.4	1	1	1
28911	139	7	5	58	1.0	5	息	鼻	连	鼻戌	1.0	3	phon_sim	0	1	4.2812	3.3753	3.8868	0.0	1	11083	从	连	0	L	0	L	990.29	1	1	1
28927	139	8	10	35	1.0	10	枉	亡	冤枉	冤亡	2.0	3	phon_sim	0	1	2.2041	3.7843	2.0414	0.0	1	14499	冤亡,	冤枉,	0	L	0	L	1412.15	1	1	1
28931	139	9	1	36	1.0	1	治	沿	就要	沿病	2.0	2	orth_sim	1	0	4.077	2.943	3.4598	0.0	1	4667	转向	就要	0	L	0	L	653.65	1	1	1
28938	139	10	3	47	1.0	3	央	中	的是	中蓟	2.0	4	both_dif	0	0	2.9499	4.8435	0.0	0.0	1	7583	也是	的是	1	R	1	R	632.43	1	1	1
28947	139	11	3	49	1.0	3	汪	王	就	王王	1.0	1	both_sim	1	1	2.4048	3.9882	5.4419	0.0	1	7300	某	就	1	R	1	R	780.42	1	1	1
28960	139	12	8	8	1.0	8	吹	吱	们	吱出	1.0	1	both_sim	1	1	3.4048	2.3284	4.6016	0.0	1	16451	才	们	0	L	0	L	779.75	1	1	1
28976	139	13	10	34	1.0	10	悉	掩	熟悉	熟掩	2.0	4	both_dif	0	0	3.1697	3.3591	3.0867	0.0	1	17033	熟掩	熟悉	0	L	0	L	1389.95	1	1	1
28982	139	14	3	39	1.0	3	栖	样	两	样	1.0	2	orth_sim	1	0	2.2148	5.2079	4.5632	3.3701	1	5850	不	两	0	L	0	L	674.36	1	0	0
28998	139	16	11	59	1.0	11	殃	洋	遭殃	遭洋	2.0	3	phon_sim	0	1	2.0569	3.3473	1.9085	0.0	1	12083	遭洋	遭殃	1	R	1	R	926.77	1	0	0
29004	139	17	4	26	1.0	4	王	主	一个	主	2.0	2	orth_sim	1	0	3.9882	4.4568	5.0672	3.4814	1	6317	引起	一个	0	L	0	L	547.58	1	1	1
29018	139	20	7	73	1.0	7	沼	昭	的	昭泽	1.0	1	both_sim	1	1	2.6365	2.3284	6.226	0.0	0	8999	不	的	1	R	0	L	1074.62	0	0	0
29040	139	24	10	27	1.0	10	喋	达	喋喋不休	达达不休	4.0	3	phon_sim	0	1	2.4829	4.2152	2.1614	0.0	0	13400	达达不休	喋喋不休	0	L	0	L	989.71	1	1	1
29053	139	26	4	81	1.0	4	沐	汪	沐浴	汪浴	2.0	2	orth_sim	1	0	2.1335	2.4048	2.0899	0.0	1	9900	汪浴	沐浴	0	L	0	L	1349.05	1	0	0
29066	139	27	7	44	1.0	7	温	湾	属	湾哥华	1.0	1	both_sim	1	1	3.6838	2.8899	2.4639	0.0	1	10199	性	属	1	R	1	R	948.72	1	0	0
29077	139	28	8	60	1.0	8	熬	獒	熬夜	獒夜	2.0	1	both_sim	1	1	3.006	0.9031	2.1004	0.0	1	10467	獒夜	熬夜	0	L	0	L	758.23	1	1	1
29083	139	29	3	94	1.0	3	活	生	能够	生恬	2.0	2	orth_sim	1	0	4.5825	5.2115	3.739	0.0	1	8500	最多	能够	1	R	1	R	864.02	1	0	0
29092	139	30	4	13	1.0	4	柱	圆	你	圆严	1.0	4	both_dif	0	0	2.7412	3.2613	6.1237	0.0	1	9550	曾	你	0	L	0	L	590.44	1	0	0
29103	139	31	6	67	1.0	6	漆	七	一片漆黑	一片七黑	4.0	3	phon_sim	0	1	2.8669	3.6121	0.0	0.0	1	6633	一片七黑.	一片漆黑.	1	R	1	R	1011.08	1	0	0
29111	139	32	7	80	1.0	7	嗜	式	不良	式好	2.0	3	phon_sim	0	1	2.49	4.0843	2.4362	0.0	1	9098	一下	不良	1	R	1	R	1264.37	1	1	1
29120	139	34	5	6	1.0	5	响	呐	铃	呐了	1.0	2	orth_sim	1	0	3.7749	3.2266	2.5289	0.0	1	6750	不	铃	1	R	1	R	674.33	1	0	0
29135	139	35	13	69	1.0	13	洁	桔	洁	桔	1.0	1	both_sim	1	1	3.3351	2.2175	2.2504	1.6335	1	12816	桔	洁	1	R	1	R	569.88	1	1	1
29142	139	36	5	7	1.0	5	桂	儿	是	儿	1.0	4	both_dif	0	0	2.3802	5.0228	5.9767	3.8175	1	8100	局	是	1	R	1	R	548.75	1	1	1
29150	139	37	5	10	1.0	5	硌	铵	石子	铵	2.0	2	orth_sim	1	0	0.8451	1.6021	1.415	1.2304	1	9650	利于	石子	0	L	0	L	758.95	1	0	0
29157	139	38	3	11	1.0	3	肢	四	一个	四值	2.0	3	phon_sim	0	1	2.7889	4.122	5.0672	0.0	1	11217	杀伤	一个	0	L	0	L	506.5	1	1	1
29173	139	39	6	12	1.0	6	滴	剔	是	剔血	1.0	3	phon_sim	0	1	3.0378	2.4942	5.9767	0.0	1	9617	某	是	0	L	0	L	463.25	1	0	0
29197	139	43	9	4	1.0	9	碗	宛	碗	宛	1.0	1	both_sim	1	1	3.0588	2.1399	2.9112	0.699	1	13050	宛	碗	0	L	0	L	738.18	1	0	0
29204	139	44	4	92	1.0	4	耗	揾	是	揾子	1.0	4	both_dif	0	0	2.9122	0.301	5.9767	0.0	1	7084	局	是	1	R	1	R	506.35	1	1	1
29209	139	45	3	64	1.0	3	烛	蜡	满了	蜡冲	2.0	2	orth_sim	1	0	2.8235	2.9325	0.0	0.0	1	5700	特别	满了	0	L	0	L	821.67	1	1	1
29216	139	46	4	65	1.0	4	耳	尔	的	尔机	1.0	3	phon_sim	0	1	3.5981	4.6158	6.226	0.0	1	8750	都	的	1	R	1	R	654.17	1	0	0
29229	139	47	8	50	1.0	8	饿	厄	有点	厄	2.0	3	phon_sim	0	1	3.5232	3.131	3.7706	2.7101	1	10783	继续	有点	0	L	0	L	800.77	1	0	0
29238	139	48	6	66	1.0	6	鸭	胫	麻辣	胫	2.0	4	both_dif	0	0	2.8739	1.7076	1.0	1.0	1	8350	公共	麻辣	0	L	0	L	569.71	1	0	0
29245	139	49	4	55	1.0	4	拒	柜	被	柜绝	1.0	2	orth_sim	1	0	3.5422	3.2956	4.8175	0.0	1	7633	也	被	0	L	0	L	1180.52	1	0	0
29249	139	50	1	24	1.0	1	分	芬	男朋友	芬手	3.0	1	both_sim	1	1	4.6848	3.2707	3.3941	0.0	1	8650	为什么	男朋友	1	R	1	R	990.22	1	1	1
29265	139	51	8	28	1.0	8	唯	维	唯唯诺诺。	维维诺诺	5.0	1	both_sim	1	1	3.9755	4.1053	0.0	0.0	1	9567	维维诺诺。	唯唯诺诺。	0	L	0	L	1538.48	1	1	1
29271	139	52	5	77	1.0	5	噪	嘤	很大	嘤音	2.0	2	orth_sim	1	0	2.6902	1.1761	0.0	0.0	1	6317	一次	很大	0	L	0	L	632.26	1	1	1
29282	139	53	9	16	1.0	9	健	医	健身	医身	2.0	4	both_dif	0	0	3.6176	4.4255	2.6675	0.0	1	9284	医身.	健身.	1	R	1	R	547.45	1	0	0
29289	139	54	6	15	1.0	6	守	首	守	首	1.0	3	phon_sim	0	1	3.7948	4.1115	3.0997	3.7404	1	12517	首	守	1	R	1	R	611.22	1	0	0
29301	139	55	7	56	1.0	7	中	郑	中间	郑间	2.0	3	phon_sim	0	1	4.8435	2.4533	3.2025	0.0	1	8200	郑间	中间	0	L	0	L	758.47	1	0	0
29310	139	56	7	18	1.0	7	仪	眶	投影	眶	2.0	4	both_dif	0	0	3.3851	1.7853	1.301	1.0	1	9200	由于	投影	0	L	0	L	611.19	1	1	1
29326	139	59	5	71	1.0	5	挤	齐	挤	齐	1.0	1	both_sim	1	1	3.1578	3.223	2.9528	2.8615	1	8450	齐	挤	1	R	1	R	611.63	1	0	0
29338	139	60	8	86	1.0	8	抬	给	抬	给	1.0	2	orth_sim	1	0	3.1749	5.093	3.0212	5.069	1	12650	给	抬	1	R	1	R	844.06	1	0	0
29354	139	62	5	83	1.0	5	椅	乙	把	乙子	1.0	3	phon_sim	0	1	3.3255	2.3385	5.0953	0.0	1	7233	很	把	0	L	0	L	759.7	1	1	1
29358	139	63	2	95	1.0	2	促	蹙	可以	蹙进	2.0	3	phon_sim	0	1	2.8261	0.699	4.8987	0.0	1	6916	其次	可以	1	R	1	R	780.25	1	0	0
29369	139	64	6	88	1.0	6	缉	赝	成为	赝	2.0	4	both_dif	0	0	2.8274	1.9912	4.0016	0.0	1	9467	最大	成为	1	R	1	R	927.82	1	1	1
29382	139	66	5	1	1.0	5	唱	娼	唱歌	娼歌	2.0	1	both_sim	1	1	4.0763	2.0414	3.2017	0.0	1	5950	娼歌.	唱歌.	0	L	0	L	842.51	1	1	1
29390	139	67	7	85	1.0	7	溪	晏	溪流	晏流	2.0	4	both_dif	0	0	2.5079	0.301	1.2553	0.0	1	8867	晏流	溪流	0	L	0	L	675.19	1	1	1
29401	139	68	8	33	1.0	8	搪	揖	搪塞	揖塞	2.0	2	orth_sim	1	0	1.716	0.301	1.5315	0.0	1	12234	揖塞	搪塞	1	R	1	R	1433.37	1	0	0
29408	139	69	5	9	1.0	5	铝	礼	要用	礼	2.0	3	phon_sim	0	1	2.0828	4.1694	0.0	2.9315	1	8550	立即	要用	1	R	1	R	989.82	1	1	1
29421	139	70	10	14	1.0	10	憎	铛	憎恶。	铛恶	3.0	3	phon_sim	0	1	2.7067	2.2095	0.0	0.0	1	12267	铛恶。	憎恶。	0	L	0	L	1369.07	1	0	0
29427	139	71	5	51	1.0	5	沿	迄	沿岸	迄岸	2.0	4	both_dif	0	0	2.943	2.2529	1.5441	0.0	1	8117	迄岸	沿岸	0	L	0	L	780.16	1	0	0
29433	139	72	3	76	1.0	3	根	柚	的	柚	1.0	2	orth_sim	1	0	4.2766	1.7482	6.226	1.3617	1	4366	除	的	0	L	0	L	443.08	1	0	0
29442	139	73	7	68	1.0	7	昏	昆	昏暗	昆暗	2.0	1	both_sim	1	1	3.273	2.7259	1.6128	0.0	1	8866	昆暗	昏暗	1	R	1	R	1686.16	1	1	1
29452	139	74	8	31	1.0	8	滥	湛	滥用	湛用	2.0	1	both_sim	1	1	2.7404	1.9031	2.3324	0.0	1	10283	湛用.	滥用.	1	R	1	R	1221.82	1	1	1
29455	139	75	2	43	1.0	2	俯	俺	俯身	俺身	2.0	2	orth_sim	1	0	2.4829	2.0969	1.4914	0.0	1	6867	俺身	俯身	0	L	0	L	1264.38	1	1	1
29467	139	77	6	17	1.0	6	弹	袒	子弹	子袒	2.0	3	phon_sim	0	1	4.0592	2.0294	3.3959	0.0	1	9650	子袒	子弹	0	L	0	L	759.16	1	0	0
29479	139	78	8	37	1.0	8	红	粉	成	粉控	1.0	3	phon_sim	0	1	3.8742	3.5604	4.0983	0.0	1	9483	从	成	1	R	1	R	611.24	1	1	1
29485	139	79	3	84	1.0	3	昆	鄂	都是	鄂虫	2.0	4	both_dif	0	0	2.7259	1.3979	0.0	0.0	1	5648	也是	都是	0	L	0	L	843.32	1	1	1
29491	139	80	4	61	1.0	4	饺	银	吃	银子	1.0	2	orth_sim	1	0	1.9542	3.6889	4.4458	1.7076	1	6967	院	吃	0	L	0	L	507.21	1	0	0
29500	139	81	6	90	1.0	6	娟	绢	娟	绢	1.0	1	both_sim	1	1	1.9494	1.8921	1.7924	1.6902	1	9299	绢,	娟,	0	L	0	L	464.95	1	1	1
29510	139	82	6	70	1.0	6	铅	钳	好的	钳笔	2.0	1	both_sim	1	1	2.6571	2.4249	0.0	0.0	1	8316	因此	好的	0	L	0	L	969.65	1	0	0
29521	139	83	9	54	1.0	9	慰	憨	安慰	安憨	2.0	2	orth_sim	1	0	3.1284	1.1461	2.8927	0.0	1	12149	安憨	安慰	1	R	1	R	674.76	1	0	0
29531	139	84	7	91	1.0	7	脐	二	脐带	二带	2.0	4	both_dif	0	0	2.2304	4.2257	1.7924	0.0	1	6817	二带.	脐带.	0	L	0	L	547.73	1	0	0
29545	139	86	6	0	1.0	6	荞	翘	一份	翘麦	2.0	3	phon_sim	0	1	1.415	2.7466	0.0	0.0	1	9150	也是	一份	1	R	1	R	632.75	1	1	1
29554	139	87	6	23	1.0	6	哇	郡	哇	郡	1.0	4	both_dif	0	0	4.0156	2.9533	3.9979	2.871	1	11333	郡	哇	0	L	0	L	1769.82	1	1	1
29560	139	88	0	46	1.0	0	浩	惜	大军	惜惜荡荡	2.0	2	orth_sim	1	0	2.7284	3.3773	1.9345	0.0	1	4633	ＸＸ	大军	0	L	0	L	611.33	1		
29571	139	89	6	38	1.0	6	诽	谙	诽谤	谙谤	2.0	2	orth_sim	1	0	2.2201	1.4472	2.1761	0.0	1	7917	谙谤	诽谤	0	L	0	L	1011.55	1	0	0
29581	139	90	8	41	1.0	8	训	巡	训	巡	1.0	1	both_sim	1	1	3.7087	3.2755	2.2355	2.1072	1	10567	巡	训	0	L	0	L	885.39	1	0	0
29596	139	92	7	20	1.0	7	棋	下	人	下痒	1.0	4	both_dif	0	0	2.8228	5.1863	5.2898	0.0	1	9633	按	人	0	L	0	L	527.7	1	0	0
29603	139	93	4	89	1.0	4	温	闻	温度	闻度	2.0	3	phon_sim	0	1	3.6838	3.8913	2.6304	0.0	1	8033	闻度	温度	0	L	0	L	547.86	1	0	0
29614	139	94	6	45	1.0	6	岗	意	山	意	1.0	4	both_dif	0	0	2.7832	5.0143	3.345	3.292	1	8167	都	山	1	R	1	R	547.94	1	0	0
29619	139	95	2	52	1.0	2	宛	苛	的	苛如	1.0	2	orth_sim	1	0	2.1399	2.4298	6.226	0.0	1	6283	还	的	1	R	1	R	632.64	1	0	0
29640	140	2	6	87	1.0	6	文	作	的	作汶	1.0	1	both_sim	1	1	4.1522	4.8336	6.226	0.0	1	9416	所	的	1	R	1	R	1137.88	1	1	1
29652	140	5	5	38	1.0	5	拮	按	拮据。	按据	3.0	2	orth_sim	1	0	1.1139	3.8345	0.0	0.0	1	10250	按据。	拮据。	1	R	1	R	694.91	1	0	0
29665	140	9	1	14	1.0	1	治	置	就要	置病	2.0	3	phon_sim	0	1	4.077	3.9547	3.4598	0.0	1	4950	转向	就要	0	L	0	L	716.73	1	0	0
29674	140	11	3	58	1.0	3	汪	注	就	注注	1.0	2	orth_sim	1	0	2.4048	4.1835	5.4419	0.0	1	8367	某	就	1	R	1	R	779.21	1	1	1
29687	140	12	8	0	1.0	8	吹	听	们	听出	1.0	2	orth_sim	1	0	3.4048	4.9115	4.6016	0.0	1	16034	才	们	1	R	1	R	821.65	1	0	0
29703	140	13	10	61	1.0	10	悉	息	熟悉	熟息	2.0	1	both_sim	1	1	3.1697	4.2812	3.0867	0.0	1	18851	熟息	熟悉	0	L	0	L	1179.68	1	0	0
29709	140	14	3	75	1.0	3	栖	七	两	七	1.0	3	phon_sim	0	1	2.2148	3.6121	4.5632	3.2949	1	6017	不	两	0	L	0	L	526.79	1	0	0
29725	140	16	11	6	1.0	11	殃	汽	遭殃	遭汽	2.0	4	both_dif	0	0	2.0569	3.5573	1.9085	0.0	1	13850	遭汽	遭殃	0	L	0	L	1115.95	1	0	0
29731	140	17	4	85	1.0	4	王	网	一个	网	2.0	3	phon_sim	0	1	3.9882	3.7744	5.0672	2.9133	1	5933	引起	一个	0	L	0	L	464.03	1	1	1
29786	140	25	18	7	1.0	18	哦	娥	哦	娥	1.0	1	both_sim	1	1	4.8412	2.1239	4.8412	1.301	1	30750	娥,	哦,	1	R	1	R	1179.54	1	1	1
29796	140	26	4	59	1.0	4	沐	剃	沐浴	剃浴	2.0	3	phon_sim	0	1	2.1335	2.6263	2.0899	0.0	1	10000	剃浴	沐浴	1	R	1	R	1495.52	1	1	1
29817	140	28	8	46	1.0	8	熬	熊	熬夜	熊夜	2.0	2	orth_sim	1	0	3.006	3.3629	2.1004	0.0	1	11417	熊夜	熬夜	0	L	0	L	1011.05	1	0	0
29823	140	29	3	18	1.0	3	活	生	能够	生郭	2.0	3	phon_sim	0	1	4.5825	5.2115	3.739	0.0	0	11833	最多	能够	1	R	1	R	3367.77	1	0	0
29830	140	30	4	63	1.0	4	柱	圆	你	圆驻	1.0	1	both_sim	1	1	2.7412	3.2613	6.1237	0.0	1	10350	曾	你	0	L	0	L	674.44	1	0	0
29841	140	31	6	89	1.0	6	漆	瓮	一片漆黑	一片瓮黑	4.0	4	both_dif	0	0	2.8669	1.6435	0.0	0.0	1	8550	一片瓮黑.	一片漆黑.	0	L	0	L	968.54	1	0	0
29849	140	33	5	39	1.0	5	文	汶	文化	汶化	2.0	1	both_sim	1	1	4.1522	1.2304	2.8762	0.0	1	7967	汶化	文化	1	R	1	R	737.31	1	0	0
29856	140	34	5	47	1.0	5	响	抢	铃	抢了	1.0	3	phon_sim	0	1	3.7749	3.6908	2.5289	0.0	1	7050	不	铃	0	L	0	L	800.97	1	0	0
29871	140	35	13	12	1.0	13	洁	桉	洁	桉	1.0	2	orth_sim	1	0	3.3351	1.3222	2.2504	0.301	1	15784	桉	洁	1	R	1	R	1010.46	1	1	1
29878	140	36	5	53	1.0	5	桂	佳	是	佳	1.0	2	orth_sim	1	0	2.3802	3.3634	5.9767	2.6474	1	7066	局	是	0	L	0	L	568.83	1	0	0
