	participant	sentence_number	sentence_index	sentence_order	critical_reached	critical_index	critical_target	critical_distractor	critical_target_word	critical_distractor_word	target_length	condition	condition_label	ortho_similarity	phono_similarity	critical_target_freq	critical_distractor_freq	critical_target_word_freq	critical_distractor_word_freq	block_acc	block_RT	pair_distractor	pair_correct	target_pos	target_pos_verbose	resp	resp_verbose	resp_RT	resp_acc	prev_pos	prev_resp
29886	140	37	5	19	1.0	5	硌	刻	石子	刻	2.0	3	phon_sim	0	1	0.8451	3.9932	1.415	2.7782	1	11400	利于	石子	1	R	1	R	653.61	1	0	0
29893	140	38	3	83	1.0	3	肢	四	一个	四雁	2.0	4	both_dif	0	0	2.7889	4.122	5.0672	0.0	1	12983	杀伤	一个	1	R	1	R	674.06	1	0	0
29909	140	39	6	37	1.0	6	滴	暗	是	暗血	1.0	4	both_dif	0	0	3.0378	3.714	5.9767	0.0	1	10833	某	是	0	L	0	L	421.29	1	1	1
29919	140	40	7	78	1.0	7	倦	疲	他	疲剑	1.0	3	phon_sim	0	1	2.9717	2.9745	5.5995	0.0	1	12167	在	他	1	R	1	R	716.79	1	0	0
29927	140	41	5	24	1.0	5	详	诠	能	诠细	1.0	1	both_sim	1	1	3.0689	2.1903	5.2218	0.0	1	16651	暂	能	1	R	1	R	716.31	1	1	1
29944	140	42	8	20	1.0	8	温	揭	温柔	揭柔	2.0	2	orth_sim	1	0	3.6838	3.232	2.8014	0.0	1	9650	揭柔.	温柔.	1	R	1	R	1136.64	1	1	1
29951	140	44	4	72	1.0	4	耗	蚝	是	蚝子	1.0	1	both_sim	1	1	2.9122	1.1139	5.9767	0.0	1	6866	局	是	0	L	0	L	485.05	1	0	0
29956	140	45	3	73	1.0	3	烛	蜡	满了	蜡酌	2.0	3	phon_sim	0	1	2.8235	2.9325	0.0	0.0	1	7050	特别	满了	0	L	0	L	589.94	1	1	1
29963	140	46	4	71	1.0	4	耳	叫	的	叫机	1.0	4	both_dif	0	0	3.5981	4.6156	6.226	0.0	1	11083	都	的	1	R	1	R	1201.08	1	1	1
29976	140	47	8	42	1.0	8	饿	恍	有点	恍	2.0	4	both_dif	0	0	3.5232	1.9777	3.7706	0.8451	1	10901	继续	有点	0	L	0	L	779.31	1	0	0
29985	140	48	6	79	1.0	6	鸭	鸦	麻辣	鸦	2.0	1	both_sim	1	1	2.8739	2.6345	1.0	1.0792	1	8634	公共	麻辣	0	L	0	L	610.87	1	1	1
29992	140	49	4	45	1.0	4	拒	剧	被	剧绝	1.0	3	phon_sim	0	1	3.5422	3.9246	4.8175	0.0	1	6533	也	被	1	R	1	R	948.72	1	0	0
29996	140	50	1	17	1.0	1	分	芸	男朋友	芸手	3.0	2	orth_sim	1	0	4.6848	1.6335	3.3941	0.0	1	9467	为什么	男朋友	1	R	1	R	1241.89	1	0	0
30012	140	51	8	28	1.0	8	唯	准	唯唯诺诺。	准准诺诺	5.0	2	orth_sim	1	0	3.9755	4.4813	0.0	0.0	1	9550	准准诺诺。	唯唯诺诺。	0	L	0	L	1663.5	1	1	1
30018	140	52	5	4	1.0	5	噪	赵	很大	赵音	2.0	3	phon_sim	0	1	2.6902	2.1038	0.0	0.0	1	8268	一次	很大	0	L	0	L	527.32	1	1	1
30029	140	53	9	31	1.0	9	健	键	健身	键身	2.0	1	both_sim	1	1	3.6176	3.4532	2.6675	0.0	1	11783	键身.	健身.	0	L	0	L	1853.03	1	0	0
30039	140	55	7	15	1.0	7	中	锿	中间	锿间	2.0	4	both_dif	0	0	4.8435	0.301	3.2025	0.0	0	9934	锿间	中间	0	L	1	R	2294.47	0	0	0
30047	140	56	7	86	1.0	7	仪	义	投影	义	2.0	1	both_sim	1	1	3.3851	3.9772	1.301	2.4116	1	9084	由于	投影	0	L	0	L	569.69	1	1	1
30056	140	57	7	25	1.0	7	持	主	的	主匙人	1.0	3	phon_sim	0	1	4.2381	4.4568	6.226	0.0	1	11200	月	的	1	R	1	R	526.39	1	0	0
30066	140	59	5	32	1.0	5	挤	侪	挤	侪	1.0	2	orth_sim	1	0	3.1578	0.0	2.9528	0.0	1	9633	侪	挤	1	R	1	R	969.48	1	0	0
30078	140	60	8	90	1.0	8	抬	太	抬	太	1.0	3	phon_sim	0	1	3.1749	4.9079	3.0212	4.8139	1	12050	太	抬	0	L	0	L	716.9	1	0	0
30089	140	61	6	34	1.0	6	蹭	噌	蹭	噌	1.0	1	both_sim	1	1	2.4609	1.1139	2.1523	1.1139	1	10283	噌	蹭	0	L	0	L	1032.65	1	1	1
30097	140	62	5	5	1.0	5	椅	疮	把	疮子	1.0	4	both_dif	0	0	3.3255	2.2122	5.0953	0.0	1	7050	很	把	1	R	1	R	715.78	1	0	0
30101	140	63	2	23	1.0	2	促	剜	可以	剜进	2.0	4	both_dif	0	0	2.8261	0.9542	4.8987	0.0	0	2417	其次	可以	1	R	0	L	0.18	0	0	0
30108	140	64	6	55	1.0	6	缉	辑	成为	辑	2.0	1	both_sim	1	1	2.8274	3.2765	4.0016	1.5315	1	12416	最大	成为	1	R	1	R	1137.58	1	0	0
30119	140	66	5	41	1.0	5	唱	喂	唱歌	喂歌	2.0	2	orth_sim	1	0	4.0763	4.0575	3.2017	0.0	1	5267	喂歌.	唱歌.	0	L	0	L	526.41	1	1	1
30127	140	67	7	93	1.0	7	溪	演	溪流	演流	2.0	2	orth_sim	1	0	2.5079	4.3687	1.2553	0.0	1	9900	演流	溪流	1	R	1	R	801.23	1	1	1
30138	140	68	8	43	1.0	8	搪	尝	搪塞	尝塞	2.0	3	phon_sim	0	1	1.716	3.6689	1.5315	0.0	1	12833	尝塞	搪塞	0	L	0	L	1348.29	1	1	1
30145	140	69	5	80	1.0	5	铝	猿	要用	猿	2.0	4	both_dif	0	0	2.0828	2.2742	0.0	1.9912	0	6850	立即	要用	1	R	0	L	758.8	0	1	1
30155	140	71	5	44	1.0	5	沿	泱	沿岸	泱岸	2.0	1	both_sim	1	1	2.943	0.7782	1.5441	0.0	1	9417	泱岸	沿岸	0	L	0	L	1327.38	1	0	0
30161	140	72	3	16	1.0	3	根	感	的	感	1.0	3	phon_sim	0	1	4.2766	4.7857	6.226	3.4911	1	6800	除	的	0	L	0	L	569.82	1	0	0
30173	140	74	8	65	1.0	8	滥	溢	滥用	溢用	2.0	2	orth_sim	1	0	2.7404	2.4698	2.3324	0.0	1	10432	溢用.	滥用.	1	R	1	R	1601.35	1	1	1
30176	140	75	2	91	1.0	2	俯	副	俯身	副身	2.0	3	phon_sim	0	1	2.4829	3.574	1.4914	0.0	0	3583	副身	俯身	0	L	1	R	948.46	0	1	1
30184	140	76	7	57	1.0	7	演	淹	的	淹员	1.0	1	both_sim	1	1	4.3687	2.7731	6.226	0.0	1	10600	是	的	1	R	1	R	652.71	1	1	1
30192	140	77	6	54	1.0	6	弹	郁	子弹	子郁	2.0	4	both_dif	0	0	4.0592	3.0993	3.3959	0.0	1	9350	子郁	子弹	0	L	0	L	547.49	1	1	1
30204	140	78	8	27	1.0	8	红	粉	成	粉淤	1.0	4	both_dif	0	0	3.8742	3.5604	4.0983	0.0	1	10783	从	成	1	R	1	R	610.59	1	1	1
30213	140	80	4	52	1.0	4	饺	搅	吃	搅子	1.0	3	phon_sim	0	1	1.9542	3.0763	4.4458	0.0	1	7349	院	吃	1	R	1	R	611.06	1	1	1
30227	140	82	6	74	1.0	6	铅	铱	好的	铱笔	2.0	2	orth_sim	1	0	2.6571	0.6021	0.0	0.0	1	8667	因此	好的	0	L	0	L	1347.48	1	0	0
30238	140	83	9	29	1.0	9	慰	位	安慰	安位	2.0	3	phon_sim	0	1	3.1284	4.4973	2.8927	0.0	0	12499	安位	安慰	0	L	0	L	1032.36	1	0	0
30247	140	84	7	49	1.0	7	脐	齐	脐带	齐带	2.0	1	both_sim	1	1	2.2304	3.223	1.7924	0.0	1	7933	齐带.	脐带.	0	L	0	L	652.71	1	0	0
30262	140	85	14	95	1.0	14	荧	筷	荧光	筷光	2.0	4	both_dif	0	0	2.2041	1.9638	1.7324	0.0	1	16534	筷光	荧光	1	R	1	R	905.52	1	1	1
30270	140	86	6	33	1.0	6	荞	婴	一份	婴麦	2.0	4	both_dif	0	0	1.415	3.2243	0.0	0.0	1	11867	也是	一份	0	L	0	L	443.3	1	1	1
30279	140	87	6	66	1.0	6	哇	桂	哇	桂	1.0	2	orth_sim	1	0	4.0156	2.3802	3.9979	1.5051	1	10333	桂	哇	1	R	1	R	737.58	1	0	0
30285	140	88	0	26	1.0	0	浩	郝	大军	郝郝荡荡	2.0	3	phon_sim	0	1	2.7284	2.301	1.9345	0.0	1	5350	ＸＸ	大军	1	R	1	R	842.53	1		
30302	140	91	5	30	1.0	5	肢	筵	有	筵体	1.0	4	both_dif	0	0	2.7889	1.2788	5.4611	0.0	1	8966	者	有	0	L	0	L	568.98	1	1	1
30312	140	92	7	50	1.0	7	棋	下	人	下骐	1.0	1	both_sim	1	1	2.8228	5.1863	5.2898	0.0	1	9816	按	人	0	L	0	L	548.46	1	0	0
30319	140	93	4	70	1.0	4	温	汰	温度	汰度	2.0	4	both_dif	0	0	3.6838	3.4168	2.6304	0.0	1	9300	汰度	温度	1	R	1	R	757.93	1	0	0
30330	140	94	6	2	1.0	6	岗	冈	山	冈	1.0	1	both_sim	1	1	2.7832	2.721	3.345	2.1173	1	8784	都	山	0	L	0	L	463.4	1	1	1
30335	140	95	2	77	1.0	2	宛	愿	的	愿如	1.0	3	phon_sim	0	1	2.1399	4.2338	6.226	0.0	1	10400	还	的	1	R	1	R	3853.18	1	1	1
30356	141	1	9	17	1.0	9	柱	天	擎	天炷	1.0	1	both_sim	1	1	2.7412	5.104	1.0792	0.0	1	17417	呢	擎	0	L	0	L	843.26	1	1	1
30367	141	2	6	36	1.0	6	文	作	的	作这	1.0	2	orth_sim	1	0	4.1522	4.8336	6.226	0.0	1	10450	所	的	1	R	1	R	800.3	1	0	0
30373	141	3	3	60	1.0	3	殃	济	殃及	济及	2.0	4	both_dif	0	0	2.0569	3.2378	1.3222	0.0	1	8849	济及	殃及	1	R	1	R	1853.77	1	0	0
30387	141	5	5	1	1.0	5	拮	邪	拮据。	邪据	3.0	3	phon_sim	0	1	1.1139	3.3514	0.0	0.0	1	8167	邪据。	拮据。	0	L	0	L	1369.57	1	0	0
30393	141	6	5	70	1.0	5	酩	澳	酩酊大醉。	澳酊大醉	5.0	4	both_dif	0	0	1.7993	2.7701	0.0	0.0	1	7200	澳酊大醉。	酩酊大醉。	0	L	0	L	1221.7	1	0	0
30408	141	8	10	15	1.0	10	枉	旺	冤枉	冤旺	2.0	1	both_sim	1	1	2.2041	2.6972	2.0414	0.0	1	15583	冤旺,	冤枉,	1	R	1	R	863.84	1	0	0
30412	141	9	1	74	1.0	1	治	阉	就要	阉病	2.0	4	both_dif	0	0	4.077	2.1303	3.4598	0.0	1	4300	转向	就要	1	R	1	R	695.56	1	1	1
30419	141	10	3	88	1.0	3	央	中	的是	中沸	2.0	2	orth_sim	1	0	2.9499	4.8435	0.0	0.0	1	9366	也是	的是	1	R	1	R	716.65	1	1	1
30444	141	13	10	26	1.0	10	悉	恙	熟悉	熟恙	2.0	2	orth_sim	1	0	3.1697	2.2068	3.0867	0.0	1	15834	熟恙	熟悉	1	R	1	R	864.35	1	1	1
30450	141	14	3	80	1.0	3	栖	院	两	院	1.0	4	both_dif	0	0	2.2148	4.1324	4.5632	2.752	1	4999	不	两	0	L	0	L	590.25	1	1	1
30466	141	16	11	95	1.0	11	殃	秧	遭殃	遭秧	2.0	1	both_sim	1	1	2.0569	1.0792	1.9085	0.0	1	15100	遭秧	遭殃	1	R	1	R	2295.55	1	1	1
30472	141	17	4	16	1.0	4	王	骥	一个	骥	2.0	4	both_dif	0	0	3.9882	0.699	5.0672	0.4771	1	7200	引起	一个	1	R	1	R	821.32	1	0	0
30479	141	19	2	86	1.0	2	芹	欣	芹菜	欣菜	2.0	3	phon_sim	0	1	1.8062	3.2718	1.5682	0.0	1	8915	欣菜	芹菜	0	L	0	L	1221.77	1	0	0
30515	141	23	10	64	1.0	10	欣	钦	欣慰	钦慰	2.0	1	both_sim	1	1	3.2718	2.301	2.2122	0.0	1	12716	钦慰.	欣慰.	1	R	1	R	863.83	1	0	0
30540	141	25	18	3	1.0	18	哦	唤	哦	唤	1.0	2	orth_sim	1	0	4.8412	3.137	4.8412	1.6812	0	30149	唤,	哦,	0	L	0	L	948.73	1	0	0
30549	141	26	4	94	1.0	4	沐	昂	沐浴	昂浴	2.0	4	both_dif	0	0	2.1335	3.043	2.0899	0.0	1	10000	昂浴	沐浴	0	L	0	L	1389.46	1	1	1
30562	141	27	7	23	1.0	7	温	剜	属	剜哥华	1.0	3	phon_sim	0	1	3.6838	0.9542	2.4639	0.0	1	13917	性	属	0	L	0	L	1558.14	1	1	1
30570	141	29	3	55	1.0	3	活	生	能够	生岸	2.0	4	both_dif	0	0	4.5825	5.2115	3.739	0.0	0	5683	最多	能够	1	R	1	R	968.52	1	1	1
30577	141	30	4	66	1.0	4	柱	圆	你	圆往	1.0	2	orth_sim	1	0	2.7412	3.2613	6.1237	0.0	1	10450	曾	你	1	R	1	R	1201.0	1	1	1
30592	141	32	7	2	1.0	7	嗜	嗤	不良	嗤好	2.0	1	both_sim	1	1	2.49	1.6721	2.4362	0.0	1	12650	一下	不良	1	R	1	R	884.43	1	1	1
30599	141	33	5	79	1.0	5	文	汝	文化	汝化	2.0	2	orth_sim	1	0	4.1522	2.0	2.8762	0.0	1	7566	汝化	文化	0	L	0	L	969.65	1	0	0
30606	141	34	5	76	1.0	5	响	邬	铃	邬了	1.0	4	both_dif	0	0	3.7749	0.301	2.5289	0.0	1	7833	不	铃	0	L	0	L	758.62	1	1	1
30621	141	35	13	81	1.0	13	洁	攫	洁	攫	1.0	3	phon_sim	0	1	3.3351	1.4771	2.2504	0.9031	1	14949	攫	洁	1	R	1	R	673.89	1	1	1
30631	141	37	5	48	1.0	5	硌	臃	石子	臃	2.0	4	both_dif	0	0	0.8451	1.3617	1.415	0.0	1	8918	利于	石子	1	R	1	R	675.05	1	1	1
30638	141	38	3	20	1.0	3	肢	四	一个	四技	2.0	2	orth_sim	1	0	2.7889	4.122	5.0672	0.0	1	14283	杀伤	一个	1	R	1	R	1137.29	1	1	1
30654	141	39	6	46	1.0	6	滴	嫡	是	嫡血	1.0	1	both_sim	1	1	3.0378	1.1139	5.9767	0.0	1	8383	某	是	0	L	0	L	611.41	1	0	0
30671	141	42	8	24	1.0	8	温	问	温柔	问柔	2.0	3	phon_sim	0	1	3.6838	4.8087	2.8014	0.0	1	8667	问柔.	温柔.	1	R	1	R	695.15	1	0	0
30681	141	44	4	84	1.0	4	耗	蚊	是	蚊子	1.0	2	orth_sim	1	0	2.9122	2.2833	5.9767	2.1072	1	6833	局	是	0	L	0	L	632.64	1	0	0
30686	141	45	3	11	1.0	3	烛	蜡	满了	蜡庵	2.0	4	both_dif	0	0	2.8235	2.9325	0.0	0.0	1	6333	特别	满了	1	R	1	R	716.07	1	1	1
30693	141	46	4	42	1.0	4	耳	而	的	而机	1.0	1	both_sim	1	1	3.5981	4.8601	6.226	0.0	1	9384	都	的	1	R	1	R	505.89	1	1	1
30706	141	47	8	29	1.0	8	饿	娥	有点	娥	2.0	1	both_sim	1	1	3.5232	2.1239	3.7706	1.301	1	14116	继续	有点	1	R	1	R	1622.11	1	1	1
30715	141	48	6	44	1.0	6	鸭	鸿	麻辣	鸿	2.0	2	orth_sim	1	0	2.8739	1.699	1.0	0.9542	1	8466	公共	麻辣	0	L	0	L	548.54	1	0	0
30722	141	50	1	45	1.0	1	分	珍	男朋友	珍手	3.0	3	phon_sim	0	1	4.6848	3.4747	3.3941	0.0	1	10633	为什么	男朋友	0	L	0	L	1579.68	1	0	0
30738	141	51	8	78	1.0	8	唯	为	唯唯诺诺。	为为诺诺	5.0	3	phon_sim	0	1	3.9755	5.3966	0.0	0.0	1	10366	为为诺诺。	唯唯诺诺。	1	R	1	R	2294.73	1	1	1
30744	141	52	5	56	1.0	5	噪	音	很大	音音	2.0	4	both_dif	0	0	2.6902	4.2608	0.0	0.0	1	7667	一次	很大	1	R	1	R	1032.8	1	1	1
30755	141	53	9	32	1.0	9	健	挺	健身	挺身	2.0	2	orth_sim	1	0	3.6176	3.9033	2.6675	1.5051	1	12900	挺身.	健身.	1	R	1	R	736.88	1	1	1
30762	141	54	6	18	1.0	6	守	寿	守	寿	1.0	1	both_sim	1	1	3.7948	2.8299	3.0997	2.5159	1	14950	寿	守	1	R	1	R	884.15	1	1	1
30774	141	55	7	0	1.0	7	中	仲	中间	仲间	2.0	1	both_sim	1	1	4.8435	2.0645	3.2025	0.0	0	9133	仲间	中间	0	L	1	R	1790.09	0	1	1
30782	141	56	7	38	1.0	7	仪	仗	投影	仗	2.0	2	orth_sim	1	0	3.3851	2.9201	1.301	2.4265	1	11168	由于	投影	1	R	1	R	484.39	1	0	0
30791	141	57	7	91	1.0	7	持	主	的	主远人	1.0	4	both_dif	0	0	4.2381	4.4568	6.226	0.0	1	8516	月	的	1	R	1	R	569.51	1	0	0
30799	141	58	6	62	1.0	6	思	施	思念	施念	2.0	3	phon_sim	0	1	4.5423	3.5138	2.2148	0.0	1	8133	施念	思念	0	L	0	L	673.71	1	1	1
30806	141	59	5	43	1.0	5	挤	剂	挤	剂	1.0	3	phon_sim	0	1	3.1578	3.4646	2.9528	2.9609	1	8766	剂	挤	0	L	0	L	842.8	1	1	1
30818	141	60	8	59	1.0	8	抬	荫	抬	荫	1.0	4	both_dif	0	0	3.1749	1.959	3.0212	1.301	1	12833	荫	抬	0	L	0	L	884.6	1	0	0
30829	141	61	6	57	1.0	6	蹭	嗳	蹭	嗳	1.0	2	orth_sim	1	0	2.4609	1.3802	2.1523	1.3802	1	9650	嗳	蹭	1	R	1	R	800.41	1	0	0
30839	141	63	2	13	1.0	2	促	俗	可以	俗进	2.0	1	both_sim	1	1	2.8261	3.077	4.8987	0.0	1	8484	其次	可以	0	L	0	L	1242.87	1	0	0
30850	141	64	6	39	1.0	6	缉	缘	成为	缘	2.0	2	orth_sim	1	0	2.8274	3.2175	4.0016	2.2504	1	15567	最大	成为	0	L	0	L	1537.48	1	1	1
30865	141	65	11	28	1.0	11	提	忘	提	忘	1.0	4	both_dif	0	0	4.3807	4.1108	3.7229	3.8525	1	16250	忘	提	1	R	1	R	759.07	1	0	0
30873	141	66	5	31	1.0	5	唱	障	唱歌	障歌	2.0	3	phon_sim	0	1	4.0763	3.3199	3.2017	0.0	1	6567	障歌.	唱歌.	1	R	1	R	885.11	1	1	1
30881	141	67	7	52	1.0	7	溪	昔	溪流	昔流	2.0	3	phon_sim	0	1	2.5079	2.4362	1.2553	0.0	1	10916	昔流	溪流	1	R	1	R	1264.32	1	0	0
30892	141	68	8	6	1.0	8	搪	鹬	搪塞	鹬塞	2.0	4	both_dif	0	0	1.716	0.9542	1.5315	0.0	1	13800	鹬塞	搪塞	1	R	1	R	1179.46	1	0	0
30899	141	69	5	63	1.0	5	铝	铬	要用	铬	2.0	2	orth_sim	1	0	2.0828	1.4314	0.0	1.3979	1	12866	立即	要用	0	L	0	L	821.87	1	1	1
30911	141	71	5	85	1.0	5	沿	治	沿岸	治岸	2.0	2	orth_sim	1	0	2.943	4.077	1.5441	0.0	1	9566	治岸	沿岸	0	L	0	L	1685.08	1	1	1
30917	141	72	3	73	1.0	3	根	肟	的	肟	1.0	4	both_dif	0	0	4.2766	0.4771	6.226	0.4771	1	5167	除	的	1	R	1	R	548.33	1	1	1
30929	141	74	8	89	1.0	8	滥	烂	滥用	烂用	2.0	3	phon_sim	0	1	2.7404	3.5948	2.3324	0.0	1	9483	烂用.	滥用.	1	R	1	R	779.54	1	1	1
30932	141	75	2	37	1.0	2	俯	剜	俯身	剜身	2.0	4	both_dif	0	0	2.4829	0.9542	1.4914	0.0	1	6217	剜身	俯身	0	L	0	L	1010.81	1	1	1
30944	141	77	6	40	1.0	6	弹	掸	子弹	子掸	2.0	1	both_sim	1	1	4.0592	1.415	3.3959	0.0	1	14583	子掸	子弹	0	L	0	L	948.33	1	0	0
30956	141	78	8	72	1.0	8	红	粉	成	粉讧	1.0	1	both_sim	1	1	3.8742	3.5604	4.0983	0.0	0	8350	从	成	1	R	0	L	484.5	0	1	1
30960	141	79	3	14	1.0	3	昆	昱	都是	昱虫	2.0	2	orth_sim	1	0	2.7259	1.3222	0.0	0.0	1	5400	也是	都是	0	L	0	L	1116.46	1	1	1
30966	141	80	4	19	1.0	4	饺	尹	吃	尹子	1.0	4	both_dif	0	0	1.9542	2.1399	4.4458	0.0	1	7683	院	吃	1	R	1	R	653.76	1	1	1
30975	141	81	6	5	1.0	6	娟	倦	娟	倦	1.0	3	phon_sim	0	1	1.9494	2.9717	1.7924	1.301	1	12268	倦,	娟,	0	L	0	L	590.76	1	0	0
30985	141	82	6	75	1.0	6	铅	乾	好的	乾笔	2.0	3	phon_sim	0	1	2.6571	2.0253	0.0	0.0	1	8917	因此	好的	1	R	1	R	715.98	1	1	1
30996	141	83	9	58	1.0	9	慰	沧	安慰	安沧	2.0	4	both_dif	0	0	3.1284	1.6021	2.8927	0.0	1	13083	安沧	安慰	1	R	1	R	968.62	1	1	1
31006	141	84	7	51	1.0	7	脐	胺	脐带	胺带	2.0	2	orth_sim	1	0	2.2304	2.2201	1.7924	0.0	1	10016	胺带.	脐带.	1	R	1	R	1284.84	1	0	0
31027	141	86	6	77	1.0	6	荞	茬	一份	茬麦	2.0	1	both_sim	1	1	1.415	2.1523	0.0	0.0	1	10083	也是	一份	1	R	1	R	589.96	1	1	1
31036	141	87	6	34	1.0	6	哇	挖	哇	挖	1.0	3	phon_sim	0	1	4.0156	3.3393	3.9979	3.2345	0	6483	挖	哇	0	L	1	R	799.98	0	1	1
31037	141	88	0	47	1.0	0	浩	瘟	大军	瘟瘟荡荡	2.0	4	both_dif	0	0	2.7284	2.4166	1.9345	0.0	1	5516	ＸＸ	大军	1	R	1	R	526.74	1		
31048	141	89	6	12	1.0	6	诽	円	诽谤	円谤	2.0	4	both_dif	0	0	2.2201	1.9138	2.1761	0.0	1	10100	円谤	诽谤	1	R	1	R	1116.13	1	0	0
31058	141	90	8	35	1.0	8	训	迅	训	迅	1.0	3	phon_sim	0	1	3.7087	2.776	2.2355	1.5315	1	12517	迅	训	1	R	1	R	843.18	1	1	1
31073	141	92	7	54	1.0	7	棋	下	人	下验	1.0	2	orth_sim	1	0	2.8228	5.1863	5.2898	0.0	1	9567	按	人	0	L	0	L	1347.82	1	0	0
31080	141	93	4	92	1.0	4	温	榅	温度	榅度	2.0	1	both_sim	1	1	3.6838	0.301	2.6304	0.0	1	8033	榅度	温度	0	L	0	L	652.72	1	0	0
31092	141	95	2	25	1.0	2	宛	羁	的	羁如	1.0	4	both_dif	0	0	2.1399	2.2175	6.226	0.0	0	4317	还	的	0	L	1	R	2147.18	0	0	0
31113	142	3	3	20	1.0	3	殃	秧	殃及	秧及	2.0	1	both_sim	1	1	2.0569	1.0792	1.3222	0.0	0	5351	秧及	殃及	0	L	1	R	1389.99	0	1	1
31123	142	4	9	2	1.0	9	秘	璜	的	璜密	1.0	4	both_dif	0	0	3.9054	1.4472	6.226	0.0	0	19100	要	的	0	L	0	L	780.19	1	0	0
31131	142	5	5	40	1.0	5	拮	韵	拮据。	韵据	3.0	4	both_dif	0	0	1.1139	2.5911	0.0	0.0	1	6300	韵据。	拮据。	0	L	0	L	1116.92	1	1	1
31137	142	6	5	31	1.0	5	酩	铭	酩酊大醉。	铭酊大醉	5.0	1	both_sim	1	1	1.7993	2.5079	0.0	0.0	1	6816	铭酊大醉。	酩酊大醉。	1	R	1	R	1494.72	1	1	1
31148	142	9	1	14	1.0	1	治	沿	就要	沿病	2.0	2	orth_sim	1	0	4.077	2.943	3.4598	0.0	1	6149	转向	就要	0	L	0	L	821.3	1	1	1
31155	142	10	3	54	1.0	3	央	中	的是	中佯	2.0	3	phon_sim	0	1	2.9499	4.8435	0.0	0.0	1	9000	也是	的是	0	L	0	L	716.27	1	0	0
31171	142	12	8	73	1.0	8	吹	摁	们	摁出	1.0	4	both_dif	0	0	3.4048	1.7559	4.6016	0.0	1	19432	才	们	0	L	0	L	1284.2	1	1	1
31189	142	14	3	70	1.0	3	栖	硒	两	硒	1.0	1	both_sim	1	1	2.2148	0.8451	4.5632	0.8451	1	6600	不	两	0	L	0	L	821.18	1	1	1
31205	142	16	11	1	1.0	11	殃	秩	遭殃	遭秩	2.0	2	orth_sim	1	0	2.0569	2.5453	1.9085	0.0	1	18034	遭秩	遭殃	1	R	1	R	1116.13	1	0	0
31211	142	17	4	44	1.0	4	王	汪	一个	汪	2.0	1	both_sim	1	1	3.9882	2.4048	5.0672	1.9445	1	6383	引起	一个	0	L	0	L	527.54	1	0	0
31218	142	19	2	49	1.0	2	芹	液	芹菜	液菜	2.0	4	both_dif	0	0	1.8062	3.4582	1.5682	0.0	1	9683	液菜	芹菜	0	L	0	L	1031.53	1	1	1
31231	142	20	7	36	1.0	7	沼	铟	的	铟泽	1.0	4	both_dif	0	0	2.6365	0.301	6.226	0.0	1	12600	不	的	0	L	0	L	548.0	1	0	0
31247	142	21	11	57	1.0	11	苛	抠	苛刻	抠刻	2.0	3	phon_sim	0	1	2.4298	1.8865	2.2625	0.0	1	13966	抠刻.	苛刻.	0	L	0	L	968.5	1	0	0
31255	142	22	7	50	1.0	7	纹	炆	皱纹	皱炆	2.0	1	both_sim	1	1	3.5379	0.4771	2.0828	0.0	1	10266	皱炆	皱纹	1	R	1	R	464.1	1	0	0
31267	142	23	10	33	1.0	10	欣	钥	欣慰	钥慰	2.0	2	orth_sim	1	0	3.2718	3.5874	2.2122	0.0	1	16133	钥慰.	欣慰.	1	R	1	R	822.4	1	0	0
31292	142	25	18	37	1.0	18	哦	额	哦	额	1.0	3	phon_sim	0	1	4.8412	3.3137	4.8412	2.5682	1	28500	额,	哦,	0	L	0	L	1242.21	1	0	0
31302	142	26	4	55	1.0	4	沐	汨	沐浴	汨浴	2.0	1	both_sim	1	1	2.1335	0.6021	2.0899	0.0	1	9782	汨浴	沐浴	0	L	0	L	1179.59	1	1	1
31315	142	27	7	81	1.0	7	温	讫	属	讫哥华	1.0	4	both_dif	0	0	3.6838	0.6021	2.4639	0.0	1	10116	性	属	1	R	1	R	1242.94	1	1	1
31326	142	28	8	10	1.0	8	熬	痉	熬夜	痉夜	2.0	4	both_dif	0	0	3.006	2.2148	2.1004	0.0	0	10717	痉夜	熬夜	0	L	0	L	863.3	1	0	0
31331	142	29	3	45	1.0	3	活	生	能够	生浊	2.0	1	both_sim	1	1	4.5825	5.2115	3.739	0.0	1	10317	最多	能够	1	R	1	R	1559.02	1	1	1
31340	142	30	4	88	1.0	4	柱	圆	你	圆述	1.0	3	phon_sim	0	1	2.7412	3.2613	6.1237	0.0	1	10150	曾	你	1	R	1	R	547.86	1	1	1
31351	142	31	6	77	1.0	6	漆	漾	一片漆黑	一片漾黑	4.0	2	orth_sim	1	0	2.8669	1.4624	0.0	0.0	1	7865	一片漾黑.	一片漆黑.	1	R	1	R	1074.82	1	0	0
31364	142	33	5	32	1.0	5	文	吻	文化	吻化	2.0	3	phon_sim	0	1	4.1522	3.6552	2.8762	0.0	1	8117	吻化	文化	0	L	0	L	653.74	1	1	1
31381	142	35	13	15	1.0	13	洁	蕴	洁	蕴	1.0	4	both_dif	0	0	3.3351	1.8195	2.2504	0.699	1	14833	蕴	洁	0	L	0	L	547.28	1	1	1
31388	142	36	5	56	1.0	5	桂	儿	是	儿	1.0	4	both_dif	0	0	2.3802	5.0228	5.9767	3.8175	1	8800	局	是	0	L	0	L	421.91	1	1	1
